team_id,location,time,official_round_1_score,scraped_round_1_score,warned_multi_instances,warned_time,score_delta
08-0153,CA,5:47,178,186,false,false,8
08-2207,WA,5:26,109,117,false,false,8
08-3312,AZ,3:44,144,152,false,false,8
08-2817,CA,5:25,169,177,false,false,8
08-0212,CA,5:58,163,171,false,false,8
08-2792,CA,6:00,155,163,false,false,8
08-1860,TN,4:01,94,102,false,false,8
08-3412,VA,4:53,132,120,true,false,-12
08-2776,MN,5:52,178,186,false,false,8
08-2128,CA,5:57,157,165,false,false,8
08-0043,WA,5:58,161,169,false,false,8
08-0875,TX,6:03,162,170,false,true,8
08-0769,CO,4:39,156,164,true,false,8
08-0277,CA,5:30,138,146,false,false,8
08-0148,NH,3:15,109,117,false,false,8
08-1410,CO,3:42,133,141,false,false,8
08-0614,CA,5:53,181,189,false,false,8
08-0274,CA,6:09,174,140,false,true,-34
08-2550,CA,4:07,32,40,false,false,8
08-0616,CA,5:52,176,184,false,false,8
08-0101,CA,5:48,142,150,false,false,8
08-2448,CA,3:38,120,128,false,false,8
08-0349,CO,3:35,120,128,false,false,8
08-1083,FL,5:30,122,130,false,false,8
08-3104,CA,5:55,133,141,false,false,8
08-0276,CA,6:00,153,161,false,false,8
08-3186,CA,5:52,148,153,false,false,5
08-0792,CA,6:20,146,154,false,true,8
08-3032,CA,5:26,138,146,false,false,8
08-2975,CA,5:38,102,115,false,false,13
08-3364,CA,5:56,157,165,false,false,8
08-1538,CA,6:20,76,84,false,true,8
08-0280,CA,5:34,130,138,false,false,8
08-1908,CA,5:18,111,119,false,false,8
08-0790,CA,5:52,94,102,false,false,8
08-2970,CA,5:55,123,131,false,false,8
08-1651,CA,5:40,141,149,false,false,8
08-0615,CA,5:16,163,171,false,false,8
08-0504,CA,5:20,143,156,false,false,13
08-0595,CA,5:02,135,143,false,false,8
08-2684,NE,5:52,162,149,false,false,-13
08-1909,CA,5:15,111,119,false,false,8
08-0596,CA,5:36,153,161,false,false,8
08-1625,CA,4:36,68,76,false,false,8
08-0486,CA,5:03,55,63,false,false,8
08-3082,CA,5:54,143,151,false,false,8
08-2689,NE,15:40,141,170,false,true,29
08-2265,UT,5:40,169,177,false,false,8
08-2564,UT,5:43,166,174,false,false,8
08-1905,CA,5:53,163,171,false,false,8
08-0558,CA,5:19,162,170,false,false,8
08-2228,CA,5:13,192,163,false,false,-29
08-2816,CA,5:29,84,92,false,false,8
08-2633,CA,5:49,143,151,false,false,8
08-1306,CA,5:37,100,108,false,false,8
08-1481,CA,5:41,76,84,false,false,8
08-1907,CA,4:52,111,119,false,false,8
08-2283,CA,5:06,69,77,false,false,8
08-2423,CA,6:00,164,172,false,false,8
08-2417,CA,5:56,164,172,false,false,8
08-0281,CA,5:36,162,170,false,false,8
08-3423,CA,5:51,175,183,false,false,8
08-1165,TX,5:55,114,122,false,false,8
08-3065,CA,5:22,127,135,false,false,8
08-1689,HI,5:31,105,113,false,false,8
08-3128,CA,5:17,89,97,false,false,8
08-0929,HI,5:59,137,145,false,false,8
08-0993,CA,5:35,99,107,false,false,8
08-0928,HI,5:59,128,136,false,false,8
08-2632,CA,5:03,126,134,false,false,8
08-0487,CA,4:12,163,171,false,false,8
08-0617,IN,6:01,170,178,false,true,8
08-0316,CA,4:22,162,170,false,false,8
08-3126,CA,5:08,42,50,false,false,8
08-0936,PA,10:47,154,162,false,true,8
08-3269,HI,5:30,135,143,false,false,8
08-3376,CA,2:57,76,64,true,false,-12
08-2264,MD,5:30,148,156,false,false,8
08-3125,CA,4:49,55,63,false,false,8
08-1990,MD,5:56,134,142,false,false,8
08-3028,CA,25:12,133,141,false,true,8
08-3271,HI,5:11,68,76,false,false,8
08-1308,CA,4:34,74,82,false,false,8
08-2287,CA,6:01,186,194,false,true,8
08-2191,WA,3:12,163,131,false,false,-32
08-2193,WA,3:12,163,171,false,false,8
08-1851,HI,5:50,118,126,false,false,8
08-2508,VA,3:13,64,72,true,false,8
08-2312,RI,3:13,98,106,false,false,8
08-2486,CA,5:58,155,163,false,false,8
08-3033,CA,4:21,51,59,false,false,8
08-3045,AZ,5:59,163,171,false,false,8
08-3046,AZ,4:42,117,125,false,false,8
08-3044,AZ,5:57,170,178,false,false,8
08-3042,AZ,5:50,156,164,false,false,8
08-0187,NY,6:02,175,176,false,true,1
08-1196,CA,5:45,171,179,false,false,8
08-0618,CA,6:05,149,157,false,true,8
08-1576,TX,5:59,175,183,false,false,8
08-3134,CA,6:01,119,132,false,true,13
08-1124,TX,3:08,44,52,false,false,8
08-0983,CA,5:32,96,104,false,false,8
08-3476,SC,5:18,84,92,false,false,8
08-0824,HI,5:56,158,166,false,false,8
08-2801,CA,4:08,76,84,false,false,8
08-2458,CA,6:11,164,172,false,true,8
08-2391,CA,29:01,22,30,false,true,8
08-3318,UT,5:32,61,69,false,false,8
08-1760,CA,5:32,128,136,false,false,8
08-2197,MA,4:25,27,35,false,false,8
08-2811,CA,2:43,59,67,false,false,8
08-2385,TX,4:05,155,163,false,false,8
08-3333,CA,24:08,125,119,false,true,-6
08-1997,CA,1:51,61,69,false,false,8
08-0836,DE,5:54,186,194,false,false,8
08-1857,DE,5:59,186,194,false,false,8
08-0980,VA,4:45,159,167,false,false,8
08-0979,VA,4:59,173,181,false,false,8
08-0786,OH,5:35,170,178,false,false,8
08-1704,VA,5:46,155,163,false,false,8
08-1193,VA,6:00,135,143,false,false,8
08-1032,OH,5:45,159,167,false,false,8
08-3360,MI,5:00,104,112,false,false,8
08-0684,SC,5:57,186,194,false,false,8
08-0833,OH,5:23,159,167,false,false,8
08-0788,OH,5:11,92,100,false,false,8
08-0481,FL,5:59,176,184,false,false,8
08-2591,OH,5:08,101,109,false,false,8
08-3342,FL,5:31,182,190,false,false,8
08-3343,FL,5:37,175,183,false,false,8
08-0137,FL,5:59,170,178,false,false,8
08-2362,MI,5:50,175,183,false,false,8
08-1078,SC,5:54,162,170,false,false,8
08-3264,SC,5:50,53,61,false,false,8
08-0138,FL,6:00,146,154,false,false,8
08-2490,MI,6:00,133,141,false,false,8
08-0770,PA,6:00,127,135,false,false,8
08-2364,MA,5:40,182,190,false,false,8
08-2368,MA,5:26,159,167,false,false,8
08-0090,MD,2:05,38,46,false,false,8
08-2365,MA,6:03,186,194,false,true,8
08-2367,MA,5:42,161,169,false,false,8
08-2366,MA,5:39,142,150,false,false,8
08-0089,MD,3:44,121,129,false,false,8
08-1839,AL,5:59,182,187,false,false,5
08-1238,OH,5:46,146,154,false,false,8
08-1835,AL,5:44,143,151,false,false,8
08-2115,OH,5:32,138,146,false,false,8
08-1989,FL,5:42,150,158,false,false,8
08-2562,AL,5:37,131,139,false,false,8
08-2249,NY,8:26,58,71,false,true,13
08-1932,NY,7:38,164,172,false,true,8
08-2826,NY,4:59,155,163,false,false,8
08-2067,MD,4:13,175,184,false,false,9
08-1269,MN,5:25,170,158,false,false,-12
08-1983,MD,5:55,165,173,false,false,8
08-2384,TX,5:58,178,186,false,false,8
08-2455,MD,5:54,122,130,false,false,8
08-1737,AL,5:38,188,196,false,false,8
08-0672,CT,3:34,171,179,false,false,8
08-0671,CT,3:40,171,179,false,false,8
08-3302,DC,5:57,165,173,false,false,8
08-2783,CA,385:48,146,154,false,true,8
08-3301,DC,5:55,183,191,false,false,8
08-1895,MD,2:34,77,85,false,false,8
08-2784,CA,6:07,174,182,false,true,8
08-2057,CA,6:03,171,179,false,true,8
08-3296,DC,5:43,156,164,false,false,8
08-0735,CT,5:49,182,190,false,false,8
08-2785,CA,5:56,139,147,false,false,8
08-0846,TX,5:08,182,190,false,false,8
08-0884,TX,5:34,169,177,false,false,8
08-0778,CO,5:44,176,164,false,false,-12
08-2828,CO,5:59,173,181,false,false,8
08-1121,CT,5:10,182,190,false,false,8
08-1847,VA,5:35,163,171,false,false,8
08-2375,TX,5:40,149,157,false,false,8
08-0848,TX,5:42,170,178,false,false,8
08-1703,TN,5:45,173,181,false,false,8
08-0847,TX,5:20,162,170,false,false,8
08-2345,RI,6:00,159,167,false,false,8
08-1702,TN,5:43,137,145,false,false,8
08-0781,CO,5:55,142,150,false,false,8
08-2871,TX,4:40,147,78,false,false,-69
08-1120,CT,5:07,182,190,false,false,8
08-0779,CO,5:42,176,184,false,false,8
08-0176,VA,5:42,175,183,false,false,8
08-3477,CA,5:26,178,186,false,false,8
08-0286,CT,5:36,177,185,false,false,8
08-0177,VA,5:49,159,167,false,false,8
08-0178,VA,5:58,151,159,false,false,8
08-0165,SC,5:55,174,182,false,false,8
08-1319,TX,4:29,154,162,false,false,8
08-0363,CA,3:47,137,145,false,false,8
08-0362,CA,3:58,140,148,false,false,8
08-0682,CA,4:05,151,159,false,false,8
08-0163,SC,5:46,169,177,false,false,8
08-3410,TX,4:08,147,155,false,false,8
08-1726,MS,8:07,61,41,false,true,-20
08-0557,CA,5:58,132,140,false,false,8
08-2821,NY,5:48,171,179,false,false,8
08-2750,CA,6:05,151,159,false,true,8
08-2541,CA,6:01,151,159,false,true,8
08-0763,MD,5:27,147,155,false,false,8
08-1331,LA,4:21,152,160,false,false,8
08-3366,CA,6:03,159,167,false,true,8
08-3132,CA,5:17,170,178,false,false,8
08-0746,MD,5:41,127,135,false,false,8
08-0725,TN,5:40,175,183,false,false,8
08-0901,TN,5:25,115,123,false,false,8
08-2098,TX,3:16,117,125,false,false,8
08-1243,TX,3:07,117,125,false,false,8
08-0903,TN,5:43,147,160,false,false,13
08-0747,MD,5:42,128,136,false,false,8
08-0723,TN,5:31,140,148,false,false,8
08-3090,MD,3:31,101,109,false,false,8
08-0722,TN,5:16,129,137,false,false,8
08-0900,TN,5:19,152,160,false,false,8
08-0721,TN,3:23,92,100,false,false,8
08-0225,TX,5:44,186,194,true,false,8
08-3228,MD,4:11,128,136,false,false,8
08-3293,TX,4:25,139,152,false,false,13
08-0226,TX,5:43,186,194,false,false,8
08-2268,MD,6:06,163,171,false,true,8
08-0227,TX,5:37,186,194,false,false,8
08-3222,MD,6:06,177,185,false,true,8
08-2507,TX,6:00,158,166,false,false,8
08-3218,MD,2:17,0,8,true,false,8
08-1930,LA,4:43,163,171,false,false,8
08-0387,LA,4:37,163,171,false,false,8
08-1700,TN,3:19,44,52,false,false,8
08-1292,NM,2:37,133,141,false,false,8
08-2203,CA,4:08,162,170,false,false,8
08-2188,CA,4:14,150,158,false,false,8
08-1502,AL,4:16,158,166,false,false,8
08-0678,CA,4:22,186,194,false,false,8
08-3000,SC,5:29,180,188,false,false,8
08-2998,SC,5:23,192,200,false,false,8
08-0749,MN,3:33,155,163,false,false,8
08-1751,LA,4:15,149,157,false,false,8
08-3425,AL,3:51,151,159,false,false,8
08-0681,CA,3:45,156,164,false,false,8
08-3223,VA,3:39,124,132,false,false,8
08-0224,TX,4:27,186,194,false,false,8
08-0898,OR,4:05,139,147,false,false,8
08-2138,OR,4:07,109,117,false,false,8
08-1354,AL,5:38,159,167,false,false,8
08-0906,CA,5:24,151,159,false,false,8
08-2700,MN,4:03,143,151,false,false,8
08-2556,MD,3:47,52,60,false,false,8
08-2546,HI,2:34,69,77,false,false,8
08-3394,CA,3:15,48,56,false,false,8
08-3367,CA,4:37,0,8,true,false,8
08-3227,VA,2:57,65,73,false,false,8
08-3054,CA,4:30,139,147,false,false,8
08-1867,MD,3:54,127,135,false,false,8
08-3339,CA,25:18,112,8,false,true,-104
08-2552,CA,1:18,29,37,false,false,8
